id_exposure,id_outcome,outcome,exposure,method,nsnp,b,se,pval
met-a-316,ieu-b-18,multiple sclerosis || id:ieu-b-18,Uridine || id:met-a-316,Inverse variance weighted,3,4.72471141531775,1.7705538190006598,0.0076192245364086
met-a-325,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tyrosine || id:met-a-325,Weighted mode,3,-1.64083891708685,1.6158825397928203,0.4167509153402
met-c-860,ieu-b-18,multiple sclerosis || id:ieu-b-18,Glutamine || id:met-c-860,Weighted median,5,-0.0743262454017916,0.0915619190657084,0.41692972209779605
met-d-Ala,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Alanine || id:met-d-Ala,Inverse variance weighted,32,0.18944703670942198,0.23597960469757198,0.422083948287936
met-a-467,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Hexanoylcarnitine || id:met-a-467,Simple mode,4,1.40224985887236,1.52443467711296,0.425489143654875
met-a-652,ieu-b-18,multiple sclerosis || id:ieu-b-18,Isovalerylcarnitine || id:met-a-652,Weighted mode,3,0.436746943465355,0.44098769951067107,0.426368956575846
met-c-938,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-c-938,Simple mode,4,-0.4948095664392921,0.549815240813156,0.43447105207739
met-a-360,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Gamma-glutamyltyrosine || id:met-a-360,MR Egger,5,17.0454945399815,19.125445269421,0.43845689318687203
met-d-Tyr,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-d-Tyr,Weighted mode,31,0.20939445598449,0.266829855675919,0.43875409949938393
met-c-938,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tyrosine || id:met-c-938,Weighted mode,3,-0.151437958984034,0.158419597697673,0.439989862085981
met-c-850,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Creatinine || id:met-c-850,Weighted median,6,-0.278290623245763,0.3615796781117439,0.44150618483338105
met-a-325,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tyrosine || id:met-a-325,Simple mode,3,-1.57366740054542,1.7689279801128999,0.46753580888162893
met-d-Creatinine,ieu-b-18,multiple sclerosis || id:ieu-b-18,Creatinine || id:met-d-Creatinine,MR Egger,55,0.664881093193292,0.920439639069683,0.473253676939385
met-d-Gly,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Glycine || id:met-d-Gly,Inverse variance weighted,43,-0.0689365650825487,0.0964247951316839,0.4746549496752249
met-c-938,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-c-938,Weighted mode,4,0.32068750652789196,0.3961337044999871,0.47745351319341495
met-d-Tyr,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tyrosine || id:met-d-Tyr,Inverse variance weighted,23,-0.196674038397816,0.28088267797316807,0.48380243989148797
met-d-His,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Histidine || id:met-d-His,Inverse variance weighted,15,0.26130062911743895,0.381695500007497,0.49360977879028606
met-c-860,ieu-b-18,multiple sclerosis || id:ieu-b-18,Glutamine || id:met-c-860,MR Egger,5,-0.164880048931441,0.21376497692865098,0.49670317202933795
met-a-379,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Carnitine || id:met-a-379,MR Egger,17,-3.06348513487544,4.42241645127163,0.49907203793340005
met-a-656,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,"Bradykinin, des-arg(9) || id:met-a-656",Inverse variance weighted,3,0.21111895019866797,0.313854295707237,0.5011601341696861
met-a-656,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,"Bradykinin, des-arg(9) || id:met-a-656",Inverse variance weighted,3,0.21111895019866797,0.313854295707237,0.5011601341696861
met-d-Tyr,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-d-Tyr,Inverse variance weighted,31,0.12645639452181,0.18834406695193,0.501958346446456
met-c-840,ieu-b-18,multiple sclerosis || id:ieu-b-18,Alanine || id:met-c-840,Weighted median,4,-0.0840000538619927,0.12584239400624,0.504451511397183
met-a-469,ieu-b-18,multiple sclerosis || id:ieu-b-18,Alanine || id:met-a-469,Inverse variance weighted,2,-0.668244190840063,1.00612579865036,0.506577937910984
met-a-469,ieu-b-18,multiple sclerosis || id:ieu-b-18,Alanine || id:met-a-469,Inverse variance weighted,2,-0.668244190840063,1.00612579865036,0.506577937910984
met-d-Citrate,ieu-b-18,multiple sclerosis || id:ieu-b-18,Citrate || id:met-d-Citrate,Weighted mode,26,0.0712085482258114,0.106037195942924,0.508033018628964
met-a-325,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-a-325,Simple mode,3,-3.46489367420147,4.39133323455402,0.5127743877025179
met-c-866,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Histidine || id:met-c-866,MR Egger,5,-0.915211909946215,1.23858371503534,0.513518455379637
met-d-His,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Histidine || id:met-d-His,Weighted median,15,0.281892004022817,0.439909134564074,0.52165524654124
met-c-849,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-c-849,Inverse variance weighted,5,-0.16652550352430898,0.260444822395463,0.522570030535575
met-a-325,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-a-325,Weighted mode,3,-3.42394188762716,4.48560241066903,0.525023153007121
met-d-Creatinine,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Creatinine || id:met-d-Creatinine,Simple mode,68,0.385209849803129,0.6031451983484,0.5252158806983179
met-d-Creatinine,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Creatinine || id:met-d-Creatinine,MR Egger,68,-0.516829469748046,0.81959646129437,0.530486046491867
met-d-Val,ieu-b-18,multiple sclerosis || id:ieu-b-18,Valine || id:met-d-Val,MR Egger,14,-0.18324225407031197,0.28488017240397806,0.532177139809626
met-d-Lactate,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Lactate || id:met-d-Lactate,MR Egger,12,1.01157953973601,1.56383506554434,0.532289610018058
met-a-325,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Tyrosine || id:met-a-325,Weighted median,3,-2.0420663823923104,3.283956352572,0.534052895851197
met-d-Creatinine,ieu-b-18,multiple sclerosis || id:ieu-b-18,Creatinine || id:met-d-Creatinine,Simple mode,55,-0.172944527612525,0.27804003860465104,0.536550845909935
met-c-938,ieu-b-18,multiple sclerosis || id:ieu-b-18,Tyrosine || id:met-c-938,Simple mode,3,-0.148212938610809,0.202352198911285,0.540101314683132
met-a-652,ieu-b-18,multiple sclerosis || id:ieu-b-18,Isovalerylcarnitine || id:met-a-652,Inverse variance weighted,3,0.294661929332424,0.488501611020006,0.546378701110476
met-d-Gly,ieu-b-18,multiple sclerosis || id:ieu-b-18,Glycine || id:met-d-Gly,Inverse variance weighted,33,0.044543430685295995,0.0750491670124327,0.55283098183328
met-a-316,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Uridine || id:met-a-316,MR Egger,3,-11.0687895669384,13.1017827776495,0.5534205184981321
met-c-850,ieu-b-18,multiple sclerosis || id:ieu-b-18,Creatinine || id:met-c-850,MR Egger,4,-0.762355959716562,1.09550826293196,0.558487438168114
met-a-753,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Cis-4-decenoyl carnitine || id:met-a-753,Inverse variance weighted,2,-0.44988624962374396,0.7771738910953621,0.562673768909057
met-d-Ala,ieu-b-18,multiple sclerosis || id:ieu-b-18,Alanine || id:met-d-Ala,Weighted median,25,0.0814607523953219,0.142031682411144,0.5662795942410209
met-c-860,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Glutamine || id:met-c-860,Inverse variance weighted,5,0.206478075189772,0.362312561432878,0.568752739200641
met-c-849,finn-b-G6_MS,MS-disease / Multiple Sclerosis || id:finn-b-G6_MS,Citrate || id:met-c-849,MR Egger,5,1.2008340786690501,1.8885363918975402,0.570060651808056
